exchange_token,trading_symbol,company_name,close_price,expiry,strike,tick_size,lot_size,instrument_name,option_type,segment,exchange,fin_instrm_pdct_tp_cd,asset_code
111503,HAL25JAN3850PE,HAL,260.7,30-Jan-2025,3850.0000,0.0500,150,OPTSTK,PE,XX,NFO,,
93146,INFY25JAN1780CE,INFY,55.45,30-Jan-2025,1780.0000,0.0500,400,OPTSTK,CE,XX,NFO,,
74280,APOLLOTYRE25FEB450PE,APOLLOTYRE,37.4,27-Feb-2025,450.0000,0.0500,1700,OPTSTK,PE,XX,NFO,,
141778,UNITDSPR25JAN1160CE,UNITDSPR,314.15,30-Jan-2025,1160.0000,0.0500,350,OPTSTK,CE,XX,NFO,,
95033,GUJGASLTD25JAN580PE,GUJGASLTD,69.15,30-Jan-2025,580.0000,0.0500,1250,OPTSTK,PE,XX,NFO,,
138459,PAYTM25MAR1320PE,PAYTM,0,27-Mar-2025,1320.0000,0.0500,650,OPTSTK,PE,XX,NFO,,
141803,UNITDSPR25JAN1640PE,UNITDSPR,247,30-Jan-2025,1640.0000,0.0500,350,OPTSTK,PE,XX,NFO,,
125585,POONAWALLA25FEB280CE,POONAWALLA,27.7,27-Feb-2025,280.0000,0.0500,1450,OPTSTK,CE,XX,NFO,,
117824,NTPC25FEB440PE,NTPC,0,27-Feb-2025,440.0000,0.0500,1500,OPTSTK,PE,XX,NFO,,
42937,BANKNIFTY25JAN63000PE,BANKNIFTY,0,30-Jan-2025,63000.0000,0.0500,15,OPTIDX,PE,XX,NFO,,
114183,HFCL25MAR145PE,HFCL,0,27-Mar-2025,145.0000,0.0500,4150,OPTSTK,PE,XX,NFO,,
42278,KPITTECH25MARFUT,KPITTECH,1266.7,27-Mar-2025,-0.0100,0.0500,400,FUTSTK,XX,XX,NFO,,
107628,LUPIN25JAN2380PE,LUPIN,310,30-Jan-2025,2380.0000,0.0500,425,OPTSTK,PE,XX,NFO,,
44625,NIFTY2520619450PE,NIFTY,0,06-Feb-2025,19450.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
88772,BRITANNIA25FEB5450CE,BRITANNIA,33.75,27-Feb-2025,5450.0000,0.0500,100,OPTSTK,CE,XX,NFO,,
144576,ULTRACEMCO25FEB10600CE,ULTRACEMCO,725,27-Feb-2025,10600.0000,0.0500,50,OPTSTK,CE,XX,NFO,,
125341,KPITTECH25FEB1020CE,KPITTECH,0,27-Feb-2025,1020.0000,0.0500,400,OPTSTK,CE,XX,NFO,,
123281,JKCEMENT25MAR2200CE,JKCEMENT,0,27-Mar-2025,2200.0000,0.0500,125,OPTSTK,CE,XX,NFO,,
105749,DRREDDY25MAR1720PE,DRREDDY,0,27-Mar-2025,1720.0000,0.0500,625,OPTSTK,PE,XX,NFO,,
65891,BANKINDIA25JAN119PE,BANKINDIA,11.8,30-Jan-2025,119.0000,0.0500,4825,OPTSTK,PE,XX,NFO,,
76719,DABUR25JAN445PE,DABUR,0,30-Jan-2025,445.0000,0.0500,1250,OPTSTK,PE,XX,NFO,,
52287,BANKNIFTY25JAN38900PE,BANKNIFTY,0,30-Jan-2025,38900.0000,0.0500,15,OPTIDX,PE,XX,NFO,,
36948,FINNIFTY25JAN27150PE,FINNIFTY,0,30-Jan-2025,27150.0000,0.0500,25,OPTIDX,PE,XX,NFO,,
128356,RELIANCE25FEB840CE,RELIANCE,0,27-Feb-2025,840.0000,0.0500,500,OPTSTK,CE,XX,NFO,,
48044,NIFTY25DEC8000PE,NIFTY,0,24-Dec-2025,8000.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
92106,INDIGO25JAN5750PE,INDIGO,0,30-Jan-2025,5750.0000,0.0500,150,OPTSTK,PE,XX,NFO,,
151685,UBL25FEB1620PE,UBL,0,27-Feb-2025,1620.0000,0.0500,400,OPTSTK,PE,XX,NFO,,
36241,MIDCPNIFTY25MAR12575CE,MIDCPNIFTY,912.4,27-Mar-2025,12575.0000,0.0500,120,OPTIDX,CE,XX,NFO,,
81964,BALKRISIND25FEB2720PE,BALKRISIND,98.55,27-Feb-2025,2720.0000,0.0500,300,OPTSTK,PE,XX,NFO,,
144530,ULTRACEMCO25JAN15400CE,ULTRACEMCO,0,30-Jan-2025,15400.0000,0.0500,50,OPTSTK,CE,XX,NFO,,
118112,INDHOTEL25FEB1090CE,INDHOTEL,0,27-Feb-2025,1090.0000,0.0500,1000,OPTSTK,CE,XX,NFO,,
52761,ZYDUSLIFE25JAN1440CE,ZYDUSLIFE,0,30-Jan-2025,1440.0000,0.0500,900,OPTSTK,CE,XX,NFO,,
40295,NIFTYNXT5025FEB93500PE,NIFTYNXT50,0,27-Feb-2025,93500.0000,0.0500,25,OPTIDX,PE,XX,NFO,,
152447,VEDL25FEB310PE,VEDL,0,27-Feb-2025,310.0000,0.0500,1150,OPTSTK,PE,XX,NFO,,
46656,ABBOTINDIA25JAN19500CE,ABBOTINDIA,0,30-Jan-2025,19500.0000,0.0500,20,OPTSTK,CE,XX,NFO,,
115804,ICICIBANK25FEB1150CE,ICICIBANK,96,27-Feb-2025,1150.0000,0.0500,700,OPTSTK,CE,XX,NFO,,
96631,JINDALSTEL25JAN950PE,JINDALSTEL,97.1,30-Jan-2025,950.0000,0.0500,625,OPTSTK,PE,XX,NFO,,
113067,MRF25JAN127500PE,MRF,6684.55,30-Jan-2025,127500.0000,0.0500,5,OPTSTK,PE,XX,NFO,,
152777,WIPRO25MAR269PE,WIPRO,5.7,27-Mar-2025,269.0000,0.0500,3000,OPTSTK,PE,XX,NFO,,
51134,NIFTY2521322000PE,NIFTY,83.6,13-Feb-2025,22000.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
126435,PNB25JAN122CE,PNB,0.05,30-Jan-2025,122.0000,0.0500,8000,OPTSTK,CE,XX,NFO,,
55736,ACC25MAR1160CE,ACC,0,27-Mar-2025,1160.0000,0.0500,300,OPTSTK,CE,XX,NFO,,
75222,AXISBANK25JAN880PE,AXISBANK,0.05,30-Jan-2025,880.0000,0.0500,625,OPTSTK,PE,XX,NFO,,
73005,CHOLAFIN25JAN1420CE,CHOLAFIN,0.2,30-Jan-2025,1420.0000,0.0500,625,OPTSTK,CE,XX,NFO,,
117838,IGL25MAR270PE,IGL,0,27-Mar-2025,270.0000,0.0500,1375,OPTSTK,PE,XX,NFO,,
131041,METROPOLIS25FEB2920PE,METROPOLIS,0,27-Feb-2025,2920.0000,0.0500,400,OPTSTK,PE,XX,NFO,,
149341,SYNGENE25FEB1050PE,SYNGENE,0,27-Feb-2025,1050.0000,0.0500,1000,OPTSTK,PE,XX,NFO,,
137826,ONGC25MAR360CE,ONGC,0,27-Mar-2025,360.0000,0.0500,1925,OPTSTK,CE,XX,NFO,,
102029,DALBHARAT25MAR2560CE,DALBHARAT,0,27-Mar-2025,2560.0000,0.0500,275,OPTSTK,CE,XX,NFO,,
124686,JUBLFOOD25MAR580PE,JUBLFOOD,6.4,27-Mar-2025,580.0000,0.0500,1250,OPTSTK,PE,XX,NFO,,
36341,MIDCPNIFTY25MAR13025PE,MIDCPNIFTY,447.65,27-Mar-2025,13025.0000,0.0500,120,OPTIDX,PE,XX,NFO,,
56326,BOSCHLTD25FEB16000PE,BOSCHLTD,0,27-Feb-2025,16000.0000,0.0500,25,OPTSTK,PE,XX,NFO,,
42201,BANKNIFTY25JAN59700PE,BANKNIFTY,0,30-Jan-2025,59700.0000,0.0500,15,OPTIDX,PE,XX,NFO,,
57155,GRASIM25MAR1120PE,GRASIM,0,27-Mar-2025,1120.0000,0.0500,250,OPTSTK,PE,XX,NFO,,
84938,HCLTECH25FEB1240CE,HCLTECH,0,27-Feb-2025,1240.0000,0.0500,350,OPTSTK,CE,XX,NFO,,
66876,BHARATFORG25JAN1420CE,BHARATFORG,0.2,30-Jan-2025,1420.0000,0.0500,500,OPTSTK,CE,XX,NFO,,
79522,DMART25JAN3550PE,DMART,27.95,30-Jan-2025,3550.0000,0.0500,150,OPTSTK,PE,XX,NFO,,
134156,SJVN25FEB140PE,SJVN,0,27-Feb-2025,140.0000,0.0500,4725,OPTSTK,PE,XX,NFO,,
121810,PERSISTENT25FEB6600PE,PERSISTENT,705.75,27-Feb-2025,6600.0000,0.0500,100,OPTSTK,PE,XX,NFO,,
115508,HUDCO25FEB225CE,HUDCO,6.75,27-Feb-2025,225.0000,0.0500,2425,OPTSTK,CE,XX,NFO,,
58499,LTF25MAR85CE,LTF,0,27-Mar-2025,85.0000,0.0500,4462,OPTSTK,CE,XX,NFO,,
137429,ONGC25FEB272.5CE,ONGC,2.8,27-Feb-2025,272.5000,0.0500,1925,OPTSTK,CE,XX,NFO,,
91084,INDHOTEL25FEB880CE,INDHOTEL,2.1,27-Feb-2025,880.0000,0.0500,1000,OPTSTK,CE,XX,NFO,,
48055,NIFTY28JUN8000CE,NIFTY,0,29-Jun-2028,8000.0000,0.0500,75,OPTIDX,CE,XX,NFO,,
152975,ZOMATO25MAR340PE,ZOMATO,0,27-Mar-2025,340.0000,0.0500,2000,OPTSTK,PE,XX,NFO,,
109259,GODREJCP25FEB1310CE,GODREJCP,0,27-Feb-2025,1310.0000,0.0500,500,OPTSTK,CE,XX,NFO,,
127535,RBLBANK25FEB145PE,RBLBANK,4.05,27-Feb-2025,145.0000,0.0500,2500,OPTSTK,PE,XX,NFO,,
69638,DEEPAKNTR25FEB1450CE,DEEPAKNTR,0,27-Feb-2025,1450.0000,0.0500,300,OPTSTK,CE,XX,NFO,,
116674,ICICIPRULI25MAR320CE,ICICIPRULI,0,27-Mar-2025,320.0000,0.0500,750,OPTSTK,CE,XX,NFO,,
119901,INDUSINDBK25JAN1150PE,INDUSINDBK,0,30-Jan-2025,1150.0000,0.0500,500,OPTSTK,PE,XX,NFO,,
63676,NIFTY2522023900CE,NIFTY,291.25,20-Feb-2025,23900.0000,0.0500,75,OPTIDX,CE,XX,NFO,,
68088,BPCL25JAN215PE,BPCL,0,30-Jan-2025,215.0000,0.0500,1800,OPTSTK,PE,XX,NFO,,
39154,NIFTYNXT5025MAR96000CE,NIFTYNXT50,0,27-Mar-2025,96000.0000,0.0500,25,OPTIDX,CE,XX,NFO,,
81334,FEDERALBNK25JAN157.5CE,FEDERALBNK,55.65,30-Jan-2025,157.5000,0.0500,5000,OPTSTK,CE,XX,NFO,,
111575,MFSL25JAN900CE,MFSL,0,30-Jan-2025,900.0000,0.0500,800,OPTSTK,CE,XX,NFO,,
149757,TATAELXSI25JAN3200PE,TATAELXSI,0,30-Jan-2025,3200.0000,0.0500,100,OPTSTK,PE,XX,NFO,,
60603,AMBUJACEM25JAN450PE,AMBUJACEM,0.05,30-Jan-2025,450.0000,0.0500,900,OPTSTK,PE,XX,NFO,,
35872,MIDCPNIFTY25JAN10875CE,MIDCPNIFTY,0,30-Jan-2025,10875.0000,0.0500,50,OPTIDX,CE,XX,NFO,,
73735,APOLLOHOSP25FEB6450PE,APOLLOHOSP,50.9,27-Feb-2025,6450.0000,0.0500,125,OPTSTK,PE,XX,NFO,,
117138,IEX25FEB142.5CE,IEX,40.7,27-Feb-2025,142.5000,0.0500,3750,OPTSTK,CE,XX,NFO,,
132273,SHRIRAMFIN25FEB440CE,SHRIRAMFIN,893.9,27-Feb-2025,440.0000,0.0500,750,OPTSTK,CE,XX,NFO,,
53101,CUMMINSIND25FEB1500CE,CUMMINSIND,0,27-Feb-2025,1500.0000,0.0500,150,OPTSTK,CE,XX,NFO,,
91057,INDHOTEL25FEB600PE,INDHOTEL,0,27-Feb-2025,600.0000,0.0500,1000,OPTSTK,PE,XX,NFO,,
108792,MANAPPURAM25FEB180PE,MANAPPURAM,10.95,27-Feb-2025,180.0000,0.0500,3000,OPTSTK,PE,XX,NFO,,
77795,AUBANK25FEB350PE,AUBANK,0,27-Feb-2025,350.0000,0.0500,1000,OPTSTK,PE,XX,NFO,,
81993,BALKRISIND25FEB3080CE,BALKRISIND,81.9,27-Feb-2025,3080.0000,0.0500,300,OPTSTK,CE,XX,NFO,,
145776,PIDILITIND25MAR4160CE,PIDILITIND,0,27-Mar-2025,4160.0000,0.0500,250,OPTSTK,CE,XX,NFO,,
65210,ABCAPITAL25MAR195PE,ABCAPITAL,18.95,27-Mar-2025,195.0000,0.0500,2700,OPTSTK,PE,XX,NFO,,
39597,NAVINFLUOR25FEB4500CE,NAVINFLUOR,0,27-Feb-2025,4500.0000,0.0500,175,OPTSTK,CE,XX,NFO,,
36560,MIDCPNIFTY25JAN12675CE,MIDCPNIFTY,0.85,30-Jan-2025,12675.0000,0.0500,50,OPTIDX,CE,XX,NFO,,
107866,LUPIN25FEB2880PE,LUPIN,0,27-Feb-2025,2880.0000,0.0500,425,OPTSTK,PE,XX,NFO,,
46796,NIFTY25MAR20600CE,NIFTY,0,27-Mar-2025,20600.0000,0.0500,75,OPTIDX,CE,XX,NFO,,
84158,GUJGASLTD25JAN570CE,GUJGASLTD,0.05,30-Jan-2025,570.0000,0.0500,1250,OPTSTK,CE,XX,NFO,,
76684,CYIENT25FEB2480CE,CYIENT,0,27-Feb-2025,2480.0000,0.0500,300,OPTSTK,CE,XX,NFO,,
149090,SUNPHARMA25MAR1280CE,SUNPHARMA,0,27-Mar-2025,1280.0000,0.0500,350,OPTSTK,CE,XX,NFO,,
41252,FINNIFTY25JAN20300PE,FINNIFTY,0.7,30-Jan-2025,20300.0000,0.0500,25,OPTIDX,PE,XX,NFO,,
39246,NIFTYNXT5025MAR98500PE,NIFTYNXT50,0,27-Mar-2025,98500.0000,0.0500,25,OPTIDX,PE,XX,NFO,,
152191,UNITDSPR25MAR1080PE,UNITDSPR,0,27-Mar-2025,1080.0000,0.0500,350,OPTSTK,PE,XX,NFO,,
144326,UBL25JAN1900CE,UBL,135,30-Jan-2025,1900.0000,0.0500,400,OPTSTK,CE,XX,NFO,,
152791,WIPRO25MAR304PE,WIPRO,14.1,27-Mar-2025,304.0000,0.0500,3000,OPTSTK,PE,XX,NFO,,
66502,ADANIENSOL25FEB900CE,ADANIENSOL,10.15,27-Feb-2025,900.0000,0.0500,625,OPTSTK,CE,XX,NFO,,
47515,HINDUNILVR25JAN3480CE,HINDUNILVR,0,30-Jan-2025,3480.0000,0.0500,300,OPTSTK,CE,XX,NFO,,
49666,ADANIENSOL25JAN540PE,ADANIENSOL,0,30-Jan-2025,540.0000,0.0500,625,OPTSTK,PE,XX,NFO,,
83560,GRANULES25FEB500CE,GRANULES,37.65,27-Feb-2025,500.0000,0.0500,1000,OPTSTK,CE,XX,NFO,,
81150,EXIDEIND25JAN470PE,EXIDEIND,125,30-Jan-2025,470.0000,0.0500,1800,OPTSTK,PE,XX,NFO,,
43009,NIFTY25JAN19000CE,NIFTY,0,30-Jan-2025,19000.0000,0.0500,25,OPTIDX,CE,XX,NFO,,
55189,MIDCPNIFTY25JAN9475CE,MIDCPNIFTY,0,30-Jan-2025,9475.0000,0.0500,50,OPTIDX,CE,XX,NFO,,
57999,NIFTYNXT5025JAN69800CE,NIFTYNXT50,3897.6,30-Jan-2025,69800.0000,0.0500,10,OPTIDX,CE,XX,NFO,,
112557,MPHASIS25JAN2750CE,MPHASIS,200.95,30-Jan-2025,2750.0000,0.0500,275,OPTSTK,CE,XX,NFO,,
140224,PIDILITIND25FEB1960CE,PIDILITIND,0,27-Feb-2025,1960.0000,0.0500,250,OPTSTK,CE,XX,NFO,,
99018,ICICIBANK25JAN940PE,ICICIBANK,0,30-Jan-2025,940.0000,0.0500,700,OPTSTK,PE,XX,NFO,,
90785,CANBK25FEB123PE,CANBK,0,27-Feb-2025,123.0000,0.0500,6750,OPTSTK,PE,XX,NFO,,
119352,OFSS25FEB14500CE,OFSS,162,27-Feb-2025,14500.0000,0.0500,50,OPTSTK,CE,XX,NFO,,
137898,PAGEIND25FEB57500CE,PAGEIND,0,27-Feb-2025,57500.0000,0.0500,15,OPTSTK,CE,XX,NFO,,
70987,AMBUJACEM25FEB515CE,AMBUJACEM,35,27-Feb-2025,515.0000,0.0500,900,OPTSTK,CE,XX,NFO,,
97526,JKCEMENT25JAN3550PE,JKCEMENT,0,30-Jan-2025,3550.0000,0.0500,125,OPTSTK,PE,XX,NFO,,
147844,SBICARD25FEB410CE,SBICARD,0,27-Feb-2025,410.0000,0.0500,800,OPTSTK,CE,XX,NFO,,
52712,UNIONBANK25JAN50PE,UNIONBANK,0,30-Jan-2025,50.0000,0.0500,4425,OPTSTK,PE,XX,NFO,,
84041,GRASIM25FEB2560PE,GRASIM,158.4,27-Feb-2025,2560.0000,0.0500,250,OPTSTK,PE,XX,NFO,,
59637,ADANIENT25JAN1860PE,ADANIENT,0,30-Jan-2025,1860.0000,0.0500,300,OPTSTK,PE,XX,NFO,,
48283,BIOCON25JAN450CE,BIOCON,0.1,30-Jan-2025,450.0000,0.0500,2500,OPTSTK,CE,XX,NFO,,
68377,NIFTY2530621150PE,NIFTY,15.85,06-Mar-2025,21150.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
143540,TECHM25FEB1280CE,TECHM,0,27-Feb-2025,1280.0000,0.0500,600,OPTSTK,CE,XX,NFO,,
126350,PNB25JAN102PE,PNB,2.5,30-Jan-2025,102.0000,0.0500,8000,OPTSTK,PE,XX,NFO,,
140431,TATAMOTORS25JAN780PE,TATAMOTORS,52.65,30-Jan-2025,780.0000,0.0500,550,OPTSTK,PE,XX,NFO,,
95195,COFORGE25FEB7100CE,COFORGE,0,27-Feb-2025,7100.0000,0.0500,75,OPTSTK,CE,XX,NFO,,
65565,ABFRL25MAR320CE,ABFRL,12.3,27-Mar-2025,320.0000,0.0500,2600,OPTSTK,CE,XX,NFO,,
94275,CIPLA25MAR1880PE,CIPLA,0,27-Mar-2025,1880.0000,0.0500,325,OPTSTK,PE,XX,NFO,,
66959,BHARATFORG25FEB800PE,BHARATFORG,0,27-Feb-2025,800.0000,0.0500,500,OPTSTK,PE,XX,NFO,,
42648,JKCEMENT25JAN2700CE,JKCEMENT,0,30-Jan-2025,2700.0000,0.0500,125,OPTSTK,CE,XX,NFO,,
112030,HAVELLS25FEB2140CE,HAVELLS,0,27-Feb-2025,2140.0000,0.0500,500,OPTSTK,CE,XX,NFO,,
58606,ABCAPITAL25JAN242.5CE,ABCAPITAL,0,30-Jan-2025,242.5000,0.0500,2700,OPTSTK,CE,XX,NFO,,
141702,ULTRACEMCO25JAN15600CE,ULTRACEMCO,0,30-Jan-2025,15600.0000,0.0500,50,OPTSTK,CE,XX,NFO,,
40956,NMDC25JAN77CE,NMDC,0.05,30-Jan-2025,77.0000,0.0500,13500,OPTSTK,CE,XX,NFO,,
77157,DALBHARAT25JAN1860CE,DALBHARAT,5.5,30-Jan-2025,1860.0000,0.0500,275,OPTSTK,CE,XX,NFO,,
69442,ALKEM25FEB7500PE,ALKEM,0,27-Feb-2025,7500.0000,0.0500,100,OPTSTK,PE,XX,NFO,,
73855,APOLLOHOSP25MAR4600CE,APOLLOHOSP,0,27-Mar-2025,4600.0000,0.0500,125,OPTSTK,CE,XX,NFO,,
78696,DIXON25JAN13250CE,DIXON,2803.85,30-Jan-2025,13250.0000,0.0500,50,OPTSTK,CE,XX,NFO,,
152619,VOLTAS25MAR1680PE,VOLTAS,92,27-Mar-2025,1680.0000,0.0500,300,OPTSTK,PE,XX,NFO,,
42768,UNITDSPR25JAN2320CE,UNITDSPR,0,30-Jan-2025,2320.0000,0.0500,350,OPTSTK,CE,XX,NFO,,
37787,GRANULES25FEB780PE,GRANULES,0,27-Feb-2025,780.0000,0.0500,1000,OPTSTK,PE,XX,NFO,,
91620,INDIANB25JAN340PE,INDIANB,0,30-Jan-2025,340.0000,0.0500,950,OPTSTK,PE,XX,NFO,,
125716,LALPATHLAB25FEB4300PE,LALPATHLAB,0,27-Feb-2025,4300.0000,0.0500,150,OPTSTK,PE,XX,NFO,,
60006,BANKNIFTY25MAR65500PE,BANKNIFTY,0,27-Mar-2025,65500.0000,0.0500,30,OPTIDX,PE,XX,NFO,,
40828,NMDC25JAN51PE,NMDC,0.05,30-Jan-2025,51.0000,0.0500,13500,OPTSTK,PE,XX,NFO,,
65542,SBILIFE25FEB1940CE,SBILIFE,0,27-Feb-2025,1940.0000,0.0500,375,OPTSTK,CE,XX,NFO,,
47533,ICICIBANK25FEB910CE,ICICIBANK,0,27-Feb-2025,910.0000,0.0500,700,OPTSTK,CE,XX,NFO,,
111522,HAL25JAN4750CE,HAL,0,30-Jan-2025,4750.0000,0.0500,150,OPTSTK,CE,XX,NFO,,
67078,ADANIENT25MAR2400CE,ADANIENT,142.2,27-Mar-2025,2400.0000,0.0500,300,OPTSTK,CE,XX,NFO,,
128660,M&M25FEB1600PE,M&M,0,27-Feb-2025,1600.0000,0.0500,175,OPTSTK,PE,XX,NFO,,
78445,AUBANK25MAR540PE,AUBANK,30.05,27-Mar-2025,540.0000,0.0500,1000,OPTSTK,PE,XX,NFO,,
136958,ONGC25JAN125PE,ONGC,0,30-Jan-2025,125.0000,0.0500,1925,OPTSTK,PE,XX,NFO,,
119317,OFSS25FEB7000CE,OFSS,0,27-Feb-2025,7000.0000,0.0500,50,OPTSTK,CE,XX,NFO,,
54797,BANKNIFTY25JUN60000CE,BANKNIFTY,0,26-Jun-2025,60000.0000,0.0500,30,OPTIDX,CE,XX,NFO,,
37171,FINNIFTY25MAR20300CE,FINNIFTY,0,27-Mar-2025,20300.0000,0.0500,65,OPTIDX,CE,XX,NFO,,
74744,APOLLOTYRE25MAR720PE,APOLLOTYRE,0,27-Mar-2025,720.0000,0.0500,1700,OPTSTK,PE,XX,NFO,,
87452,HINDCOPPER25FEB360CE,HINDCOPPER,0,27-Feb-2025,360.0000,0.0500,2650,OPTSTK,CE,XX,NFO,,
89554,BSE25MAR5000CE,BSE,977.15,27-Mar-2025,5000.0000,0.0500,125,OPTSTK,CE,XX,NFO,,
125412,KPITTECH25FEB1900PE,KPITTECH,0,27-Feb-2025,1900.0000,0.0500,400,OPTSTK,PE,XX,NFO,,
124706,JUBLFOOD25MAR780PE,JUBLFOOD,88.7,27-Mar-2025,780.0000,0.0500,1250,OPTSTK,PE,XX,NFO,,
124506,PIDILITIND25JAN3400CE,PIDILITIND,0.5,30-Jan-2025,3400.0000,0.0500,250,OPTSTK,CE,XX,NFO,,
59149,OBEROIRLTY25FEB1120CE,OBEROIRLTY,0,27-Feb-2025,1120.0000,0.0500,350,OPTSTK,CE,XX,NFO,,
56057,ASHOKLEY25MAR110CE,ASHOKLEY,0,27-Mar-2025,110.0000,0.0500,2500,OPTSTK,CE,XX,NFO,,
50982,NIFTY2521319600CE,NIFTY,0,13-Feb-2025,19600.0000,0.0500,75,OPTIDX,CE,XX,NFO,,
69308,BSE25JAN5800PE,BSE,627.7,30-Jan-2025,5800.0000,0.0500,125,OPTSTK,PE,XX,NFO,,
70356,AMBUJACEM25JAN515PE,AMBUJACEM,1.55,30-Jan-2025,515.0000,0.0500,900,OPTSTK,PE,XX,NFO,,
110214,GRANULES25MAR580CE,GRANULES,67.8,27-Mar-2025,580.0000,0.0500,1000,OPTSTK,CE,XX,NFO,,
60418,ADANIPORTS25FEB1320CE,ADANIPORTS,4.15,27-Feb-2025,1320.0000,0.0500,400,OPTSTK,CE,XX,NFO,,
50486,NMDC25FEB34PE,NMDC,0,27-Feb-2025,34.0000,0.0500,13500,OPTSTK,PE,XX,NFO,,
65627,BAJAJFINSV25JAN2220PE,BAJAJFINSV,0,30-Jan-2025,2220.0000,0.0500,500,OPTSTK,PE,XX,NFO,,
57781,NIFTY25FEB27500PE,NIFTY,0,27-Feb-2025,27500.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
35654,APOLLOHOSP25JAN10700PE,APOLLOHOSP,0,30-Jan-2025,10700.0000,0.0500,125,OPTSTK,PE,XX,NFO,,
49990,CONCOR25JAN530CE,CONCOR,0,30-Jan-2025,530.0000,0.0500,1000,OPTSTK,CE,XX,NFO,,
149725,TATACONSUM25MAR940PE,TATACONSUM,63.95,27-Mar-2025,940.0000,0.0500,456,OPTSTK,PE,XX,NFO,,
73438,COALINDIA25JAN210PE,COALINDIA,0,30-Jan-2025,210.0000,0.0500,1050,OPTSTK,PE,XX,NFO,,
117245,IEX25MAR125PE,IEX,0,27-Mar-2025,125.0000,0.0500,3750,OPTSTK,PE,XX,NFO,,
52168,LODHA25MAR840PE,LODHA,0,27-Mar-2025,840.0000,0.0500,450,OPTSTK,PE,XX,NFO,,
108185,M&M25FEB2900CE,M&M,107.6,27-Feb-2025,2900.0000,0.0500,175,OPTSTK,CE,XX,NFO,,
146013,YESBANK25JAN22PE,YESBANK,3.6,30-Jan-2025,22.0000,0.0500,26000,OPTSTK,PE,XX,NFO,,
125761,POWERGRID25JAN285CE,POWERGRID,2.25,30-Jan-2025,285.0000,0.0500,1800,OPTSTK,CE,XX,NFO,,
63403,AUROPHARMA25FEB1360CE,AUROPHARMA,5.05,27-Feb-2025,1360.0000,0.0500,550,OPTSTK,CE,XX,NFO,,
99447,JSWENERGY25JAN670PE,JSWENERGY,159.45,30-Jan-2025,670.0000,0.0500,750,OPTSTK,PE,XX,NFO,,
51268,NIFTY2521324300PE,NIFTY,840.65,13-Feb-2025,24300.0000,0.0500,75,OPTIDX,PE,XX,NFO,,
152377,VBL25FEB750PE,VBL,0,27-Feb-2025,750.0000,0.0500,875,OPTSTK,PE,XX,NFO,,
80752,BHEL25JAN340PE,BHEL,0,30-Jan-2025,340.0000,0.0500,2625,OPTSTK,PE,XX,NFO,,
51480,CHOLAFIN25FEB1800CE,CHOLAFIN,0,27-Feb-2025,1800.0000,0.0500,625,OPTSTK,CE,XX,NFO,,
142848,TATAELXSI25JAN6500CE,TATAELXSI,3.8,30-Jan-2025,6500.0000,0.0500,100,OPTSTK,CE,XX,NFO,,
83403,GODREJPROP25JAN3900PE,GODREJPROP,0,30-Jan-2025,3900.0000,0.0500,225,OPTSTK,PE,XX,NFO,,
62744,ATGL25JAN690PE,ATGL,74.2,30-Jan-2025,690.0000,0.0500,775,OPTSTK,PE,XX,NFO,,
81440,FEDERALBNK25FEB260PE,FEDERALBNK,0,27-Feb-2025,260.0000,0.0500,5000,OPTSTK,PE,XX,NFO,,
145924,WIPRO25FEB354CE,WIPRO,0.85,27-Feb-2025,354.0000,0.0500,3000,OPTSTK,CE,XX,NFO,,
84073,GRASIM25FEB3040CE,GRASIM,0,27-Feb-2025,3040.0000,0.0500,250,OPTSTK,CE,XX,NFO,,
39379,BANKNIFTY25JAN44800CE,BANKNIFTY,7932.65,30-Jan-2025,44800.0000,0.0500,15,OPTIDX,CE,XX,NFO,,
63537,AXISBANK25FEB560PE,AXISBANK,0,27-Feb-2025,560.0000,0.0500,625,OPTSTK,PE,XX,NFO,,
133164,MUTHOOTFIN25MAR2480CE,MUTHOOTFIN,28.25,27-Mar-2025,2480.0000,0.0500,275,OPTSTK,CE,XX,NFO,,
61886,ASHOKLEY25FEB265CE,ASHOKLEY,6.85,27-Feb-2025,265.0000,0.0500,2500,OPTSTK,CE,XX,NFO,,
111713,HAL25FEB4650PE,HAL,540.3,27-Feb-2025,4650.0000,0.0500,150,OPTSTK,PE,XX,NFO,,
53879,ATGL25FEB460PE,ATGL,0,27-Feb-2025,460.0000,0.0500,775,OPTSTK,PE,XX,NFO,,
49116,OIL25FEB660PE,OIL,0,27-Feb-2025,660.0000,0.0500,1075,OPTSTK,PE,XX,NFO,,
97581,COLPAL25MAR2640CE,COLPAL,222.95,27-Mar-2025,2640.0000,0.0500,175,OPTSTK,CE,XX,NFO,,
99823,JSWSTEEL25JAN970CE,JSWSTEEL,0.25,30-Jan-2025,970.0000,0.0500,675,OPTSTK,CE,XX,NFO,,
42853,VOLTAS25MAR2480CE,VOLTAS,0,27-Mar-2025,2480.0000,0.0500,300,OPTSTK,CE,XX,NFO,,
